SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Thanh ¢m Ph¹n X­íng 		335		0	\spr\Ui\skill\ÇåÒôèó¸è.spr		0	0	38	0	2	0	180	0	0	0	2	3	92	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\emei.lua	fasthitrecover_v	qingyin_fanchang	fatallystrikeres_p	qingyin_fanchang	freezetimereduce_p	qingyin_fanchang	poisontimereduce_p	qingyin_fanchang	stuntimereduce_p	qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		
B¨ng Tung V« ¶nh 	C«ng kÝch ngo¹i c«ng  	336	601	0	\spr\Ui\skill\±ùÐÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	360	15	0	1	2	2	146	1	5	1	10	1	0	10	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	20	1	1	0	0	2	0	24	0				0	0	1	2	1	\script\skill\cuiyan.lua	physicsenhance_p	bingzong_wuying	colddamage_v	bingzong_wuying	missle_speed_v	bingzong_wuying	skill_attackradius	bingzong_wuying	skill_cost_v	bingzong_wuying	skill_eventskilllevel	bingzong_wuying	skill_collideevent	bingzong_wuying	skill_showevent	bingzong_wuying	addskillexp1	bingzong_wuying	skill_skillexp_v	bingzong_wuying	seriesdamage_p	bingzong_wuying	skill_misslenum_v	bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		§ao ph¸p tèi cao, B¨ng s¸t cùc kú lîi h¹i.
B¨ng T©m Tiªn Tö  	C«ng kÝch néi c«ng 	337	602	0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	240	15	0	0	2	1	147	1	1	1	11	1	0	2	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	338	3	0	0	0	0	90	20	-2	1	0	0	0	Gian c¸c	5	0				0	0	1	2	1	\script\skill\cuiyan.lua	physicsdamage_v	bingxin_xianzi	colddamage_v	bingxin_xianzi	missle_speed_v	bingxin_xianzi	skill_attackradius	bingxin_xianzi	skill_cost_v	bingxin_xianzi	skill_eventskilllevel	bingxin_xianzi	skill_flyevent	bingxin_xianzi	skill_showevent	bingxin_xianzi	addskillexp1	bingxin_xianzi	skill_skillexp_v	bingxin_xianzi	seriesdamage_p	bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		Song ®ao cao cÊp, B¨ng s¸t cùc kú lîi h¹i.
Phong TuyÕt B¨ng Thiªn 	C«ng kÝch néi c«ng 	338		0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	148	1	1	1	11	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	20	-2	1	0	0	0		0					0	0	0	2	1	\script\skill\cuiyan.lua	colddamage_v	fengxue_bingtian	seriesdamage_p	fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		DÞ thuËt tèi cao, B¨ng s¸t trªn diÖn réng.
NhiÕp Hån NguyÖt ¶nh	C«ng kÝch ngo¹i c«ng  	339	302	0	\spr\Ui\skill\Òøµ¶ÉäÔÂ.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	360	0	2	5	3	1	149	0	1	1	11	1	0	5	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	340	0	0	90	20	101	1	50	0	0		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	shehun_yueying	deadlystrike_p	shehun_yueying	skill_cost_v	shehun_yueying	skill_eventskilllevel	shehun_yueying	skill_collideevent	shehun_yueying	skill_showevent	shehun_yueying	missle_speed_v	shehun_yueying	skill_attackradius	shehun_yueying	addskillexp1	shehun_yueying	skill_skillexp_v	shehun_yueying	poisondamage_v	shehun_yueying	seriesdamage_p	shehun_yueying		shehun_yueying		shehun_yueying		shehun_yueying		shehun_yueying		shehun_yueying		shehun_yueying		shehun_yueying		shehun_yueying		Chiªu thøc cao cÊp, h¹ thñ v« h×nh, cÇn trang bÞ phi ®ao.
Ng©n §ao X¹ NguyÖt 	C«ng kÝch néi c«ng 	340		0	\spr\Ui\skill\Òøµ¶ÉäÔÂ.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	0	0	0	0	0	0	400	0	0	0	3	7	150	1	1	1	11	1	0	5	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	20	101	1	0	0	0		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	yindao_sheyue	seriesdamage_p	yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		Chiªu thøc cao cÊp,dïng ¸m khÝ tÊn c«ng ®èi ph­¬ng trªn diÖn réng.
T¸n Hoa Tiªu 	C«ng kÝch néi c«ng 	341	301	0	\spr\Ui\skill\É¢»¨ïÚ.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	1	3	5	2	151	1	5	1	11	0	0	5	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	100	1	0	0	1		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	sanhua_biao	deadlystrike_p	sanhua_biao	addskilldamage1	sanhua_biao	poisondamage_v	sanhua_biao	skill_cost_v	sanhua_biao	missle_speed_v	sanhua_biao	skill_attackradius	sanhua_biao		sanhua_biao	seriesdamage_p	sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		Chiªu thøc cao cÊp, s¸t th­¬ng ¸m khÝ cùc kú lîi h¹i
Cöu Cung Phi Tinh	C«ng kÝch ngo¹i c«ng  	342	301	0	\spr\Ui\skill\¾Å¹¬·ÉÐÇ.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	360	0	5	2	3	2	152	0	5	1	11	1	0	5	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	20	100	1	0	0	1		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	jiugong_feixing	deadlystrike_p	jiugong_feixing	poisondamage_v	jiugong_feixing	missle_speed_v	jiugong_feixing	skill_attackradius	jiugong_feixing	skill_cost_v	jiugong_feixing	addskillexp1	jiugong_feixing	skill_skillexp_v	jiugong_feixing	seriesdamage_p	jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		jiugong_feixing		Chiªu thøc tèi cao, s¸t th­¬ng phi tiªu trªn diÖn réng.
Xuyªn T©m ThÝch 	C«ng kÝch néi c«ng 	343	304	0	\spr\Ui\skill\´©ÐÄ´Ì.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	7	153	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	344	0	0	30	20	-2	1	0	0	0		0					0	0	0	0	1	\script\skill\tangmen.lua	physicsdamage_v	chuanxin_ci	skill_cost_v	chuanxin_ci	seriesdamage_p	chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		C¹m bÉy vËt lý 
Xuyªn T©m ThÝch 	C«ng kÝch néi c«ng 	344		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	5	6	154	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	0	0	1	\script\skill\tangmen.lua	physicsdamage_v	chuanxin_ci	skill_cost_v	chuanxin_ci	seriesdamage_p	chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		chuanxin_ci		Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
Hµn B¨ng ThÝch 	C«ng kÝch néi c«ng 	345	304	0	\spr\Ui\skill\º®±ù´Ì.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	7	155	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	346	0	0	40	20	-2	1	0	0	0		0					0	0	0	2	1	\script\skill\tangmen.lua	colddamage_v	hanbing_ci	skill_cost_v	hanbing_ci	seriesdamage_p	hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci				C¹m bÉy B¨ng 
Hµn B¨ng ThÝch 	C«ng kÝch néi c«ng 	346		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	5	6	156	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	0	2	1	\script\skill\tangmen.lua	colddamage_v	hanbing_ci	skill_cost_v	hanbing_ci	seriesdamage_p	hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci				Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
§Þa DiÖm Háa 	C«ng kÝch néi c«ng 	347	304	0	\spr\Ui\skill\µØÑæ»ð.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	7	157	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	348	0	0	10	20	-2	1	0	0	0		0					0	0	0	3	1	\script\skill\tangmen.lua	firedamage_v	diyan_huo	skill_cost_v	diyan_huo	seriesdamage_p	diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		C¹m bÉy Háa.
§Þa DiÖm Háa 	C«ng kÝch néi c«ng 	348		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	5	6	158	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	0	3	1	\script\skill\tangmen.lua	firedamage_v	diyan_huo	skill_cost_v	diyan_huo	seriesdamage_p	diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		diyan_huo		Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
L«i KÝch ThuËt 	C«ng kÝch néi c«ng 	349	304	0	\spr\Ui\skill\À×»÷Êõ.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	7	159	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	350	0	0	50	20	-2	1	0	0	0		0					0	0	0	4	1	\script\skill\tangmen.lua	lightingdamage_v	leiji_shu	stun_p	leiji_shu	skill_cost_v	leiji_shu	seriesdamage_p	leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		C¹m bÉy L«i 
L«i KÝch ThuËt 	C«ng kÝch néi c«ng 	350		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	5	6	160	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	0	4	1	\script\skill\tangmen.lua	lightingdamage_v	leiji_shu	stun_p	leiji_shu	skill_cost_v	leiji_shu	seriesdamage_p	leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
Lo¹n Hoµn KÝch	C«ng kÝch néi c«ng 	351	304	0	\spr\Ui\skill\ÎåÐÐÏÝÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	7	161	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	352	0	0	90	20	-2	1	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\lvlup_luanhuan_ji.lua	C¹m bÉy tèi cao, giÉm ph¶i khã b¶o toµn sinh m¹ng.
Lo¹n Hoµn KÝch 	C«ng kÝch néi c«ng 	352		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	5	6	162	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	10	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		Chiªu thøc tèi cao, L«i s¸t trªn diÖn réng.
¢m Phong Thùc Cèt 	C«ng kÝch néi c«ng 	353	402	0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	420	0	0	0	3	6	163	0	1	1	11	1	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	354	90	20	-2	1	70	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	poisondamage_v	yinfeng_shigu	skill_attackradius	yinfeng_shigu	skill_cost_v	yinfeng_shigu	skill_eventskilllevel	yinfeng_shigu		yinfeng_shigu	skill_vanishedevent	yinfeng_shigu	skill_showevent	yinfeng_shigu	addskillexp1	yinfeng_shigu	skill_skillexp_v	yinfeng_shigu	seriesdamage_p	yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		Ch­ëng Ph¸p tèi cao, hiÖu qu¶ s¸t th­¬ng cùc cao 
Thiªn C­¬ng §éc Thñ 	C«ng kÝch néi c«ng 	354		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	420	0	5	4	3	0	164	0	1	1	11	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	20	-2	1	0	0	32		0					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	tiangang_dushou	seriesdamage_p	tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		tiangang_dushou		Ngò §éc Chiªu thøc cao cÊp, s¸t th­¬ng §éc trªn diÖn réng.
HuyÒn ¢m Tr¶m 	C«ng kÝch néi c«ng 	355	401	0	\spr\Ui\skill\ÐþÒõÕ¶.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	180	0	2	9	3	1	165	1	2	1	11	1	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	383	0	0	90	20	1	0	10	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	physicsenhance_p	xuanyin_zhan	poisondamage_v	xuanyin_zhan	missle_speed_v	xuanyin_zhan	skill_attackradius	xuanyin_zhan	skill_cost_v	xuanyin_zhan	addskillexp1	xuanyin_zhan	skill_skillexp_v	xuanyin_zhan	seriesdamage_p	xuanyin_zhan	skill_collideevent	xuanyin_zhan	skill_showevent	xuanyin_zhan	skill_eventskilllevel	xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		xuanyin_zhan		§ao ph¸p tèi cao, hiÖu qu¶ s¸t th­¬ng cùc cao.
Xuyªn Y Ph¸ Gi¸p 	Chñ ®éng hç trî c«ng kÝch	356	403	0	\spr\Ui\skill\´©ÒÂÆÆ¼×.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			54	0	2	0	440	0	0	0	3	6	20	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\wudu.lua	physicsres_p	chuanyi_pojia	skill_cost_v	chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng thñ vËt lý 
Phi Long T¹i Thiªn 	C«ng kÝch néi c«ng 	357	702	0	\spr\Ui\skill\ÁúÕ½ÔÚÒ°.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	5	0	4	0	166	1	3	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	20	-2	1	0	0	32		65537					0	0	1	3	1	\script\skill\gaibang.lua	firedamage_v	feilong_zaitian	missle_speed_v	feilong_zaitian	skill_attackradius	feilong_zaitian	skill_cost_v	feilong_zaitian	skill_eventskilllevel	feilong_zaitian	skill_collideevent	feilong_zaitian	skill_showevent	feilong_zaitian	addskillexp1	feilong_zaitian	skill_skillexp_v	feilong_zaitian	seriesdamage_p	feilong_zaitian	skill_misslenum_v	feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		C¸i Bang TuyÖt kü, hiÖu qu¶ s¸t th­¬ng cùc cao
TiÒm Long T¹i Uyªn	C«ng kÝch ngo¹i c«ng  	358		0	\spr\Ui\skill\ÁúÕ½ÔÚÒ°.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	570	0	0	0	4	7	167	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	20	0	0	0				0	0	0	3	1	\script\skill\gaibang.lua	firedamage_v	qianlong_zaiyuan	seriesdamage_p	qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		qianlong_zaiyuan		Thiªn NhÉn  Chiªu thøc cao cÊp, Ho¶ s¸t cùc lú lîi h¹i
Thiªn H¹ V« CÈu 	C«ng kÝch ngo¹i c«ng  	359	701	0	\spr\Ui\skill\ÌìÏÂÎÞ¹·.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	400	0	5	0	4	0	168	1	16	1	11	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	20	2	1	0	0	32		65537					0	0	1	3	1	\script\skill\gaibang.lua	physicsenhance_p	tianxia_wugou	firedamage_v	tianxia_wugou	missle_speed_v	tianxia_wugou	skill_attackradius	tianxia_wugou	skill_cost_v	tianxia_wugou	addskillexp1	tianxia_wugou	skill_skillexp_v	tianxia_wugou	seriesdamage_p	tianxia_wugou	skill_misslenum_v	tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		tianxia_wugou		TuyÖt kü bæng ph¸p, hiÖu qu¶ s¸t th­¬ng cùc cao.
Tiªu Diªu C«ng 	Chñ ®éng hç trî c«ng kÝch	360	700	3	\spr\Ui\skill\åÐÒ£¹¦.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	3	0	0	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\gaibang.lua	attackspeed_v	xiaoyao_gong	castspeed_v	xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		xiaoyao_gong		Cao cÊp t©m ph¸p, t¨ng tèc ®é xuÊt chiªu.
